inspect	A swift choice speaks well of you.
inspect	Agh...
inspect	As we say in House Azadi, blades speak more honestly than tongues. Shall we?
inspect	Azadin blood runs cold and cuts deep. Step carefully.
inspect	Azadins know potential when they see it, and you... you'll do nicely.
inspect	Behold! Me!
inspect	Born of Keita. Baptised in Innocence. Made righteous by both.
inspect	Careful. We Cyaxans don't hold back.
inspect	Choice, after all, is part of the craft.
inspect	Choose as you will. I offer no resistance.
inspect	Choose quickly!
inspect	Choose to fight... if you dare.
inspect	Choose. No god will answer for you.
inspect	Clock's ticking.
inspect	Cyaxans don't bluff. Know what you're walking into.
inspect	Do try not to deliberate too long.
inspect	Doesn't matter how this ends. Only that it does.
inspect	Eh?
inspect	Even a Cyaxan still honours the Code... Not that it will matter once I beat you.
inspect	Fresh meat. It's like I never left home.
inspect	Get on with it!
inspect	Go on - you know the rules.
inspect	Go on, then. A Keitan knows how to settle scores.
inspect	Heard of House Cyaxan? Then you know this won't end well for you.
inspect	House Azadi values precision. Allow me to demonstrate.
inspect	House Keita broke me. I paid them in kind. Choose carefully.
inspect	House ties or not, business is business.
inspect	Hurry up and decide.
inspect	Hurry up!
inspect	I eagerly await your decision.
inspect	I hope you're not here to curry favour with House Bardiya.
inspect	I hope you're not here to curry favour with my family.
inspect	I know what I'd choose.
inspect	I once preached mercy. The Keitan in me stamped that out.
inspect	I still abide by the Trarthan Code. Choose your fate.
inspect	I will accept your decision.
inspect	I'll honour the Code... but force my hand, and I'll kill you where you stand.
inspect	If you knew my family, you'd already be runnin'.
inspect	If you're expecting mercy, you haven't met a Keitan before.
inspect	Indecision is terribly unbecoming.
inspect	Innocence gave me life. Keita made me strong.
inspect	Make a call.
inspect	Make your choice – and quickly.
inspect	Make your choice.
inspect	Make your choice. House Azadi prefers swift resolutions.
inspect	Make your choice... and be quick about it!
inspect	Make your damn choice.
inspect	My allegiance is won, not bought. What shall it be?
inspect	My Azadi brethren ensured I never lacked for... raw material. Care to do the same?
inspect	My time is precious. Don't waste it.
inspect	No Cyaxan - no Trarthan of any kind - draws a bow better than me.
inspect	No gods in Trarthus. Only Houses. I learned that the hard way.
inspect	No no no no no no no no nah negh!
inspect	Oh no, oh nono, oh nononononono! Noh neh.
inspect	Oh.
inspect	Ohh!
inspect	Ohhh ohhey yahh hahaha et ti... Gah...
inspect	Only get one shot at this. Choose wisely.
inspect	Ooh!
inspect	Pick your path, and walk it alone.
inspect	Ragh... rogh roro rogh ragh!
inspect	Ran ghesh te ke ka teh... gne te toko geh.
inspect	Shee shee sheee shaahhhahhhgn...
inspect	Shoot first, shoot last - that's the Cyaxan way.
inspect	Speak quickly. The Azadins aren't known for their patience.
inspect	The choice is yours.
inspect	The Code's the only scripture I have left. What will you choose?
inspect	The judgment is yours to make.
inspect	The Trarthan Code dictates, so go ahead - choose.
inspect	Think you can go shot for shot with a Cyaxan? Good luck with that.
inspect	Think you can go shot for shot with a Cyaxan? Ha! Good luck with that.
inspect	This choice carries weight.
inspect	Time is coin, Exile - and Bardiyans don't waste either.
inspect	Time waits for no one...
inspect	Trust me, you don't want to be in the sights of House Cyaxan.
inspect	Ugh. I left Trarthus to get away from people.
inspect	Want to test a Cyaxan? Be my guest.
inspect	We Cyaxans know one thing above all: kill or be killed.
inspect	Well...? Haven't got all day!
inspect	Well?
inspect	Well? What's it going to be?
inspect	What'll it be, then?
inspect	Yes, it is I - the Ruckus-Maker.
inspect	You do realise who I am, don't you?
inspect	You got a decision to make.
inspect	You stand at a crossroads. Choose wisely.
inspect	You stand or serve. That's the Keitan way.
inspect	You've got a decision to make.
inspect	Your weakness offends House Keita. To purge you would be a mercy.
line	'Scuse me - who are you?
line	A bit of advice: don't waste a Cyaxan's time.
line	A broken blade still cuts.
line	A fate befitting a heretic.
line	A few seconds more and I'd have slapped you in irons!
line	A moment's rest.
line	A poor craftsman blames his tools.
line	A professional, 'til the end.
line	A professional, to the end.
line	A questionable call, to say the least.
line	A strong hand, led by a weak mind.
line	A swift end!
line	A well-deserved break.
line	AaaaAAAAGH!
line	Aaaaghhh...
line	Aaahhh!
line	Adiyah has more power than they realise. What a treat.
line	Advance. I am ready for you.
line	Agh! ... Hah.
line	Agh! Bak... bak bak bak... gnn... noh!
line	Agh! I don't get paid enough for this.
line	Agh! I'm no use to you like this.
line	Agh, hmph...
line	Agh, wabah!
line	Agh... Ashala!
line	Agh... Raghhh!
line	Aghhh...
line	Ah bah?
line	Ah luen! Bororon! Bororon!
line	Ah! Hehehe, boro! Boro!
line	Ah, damn it. Take it, then.
line	Ah, that's a bannable offence.
line	Ah, well. A professional, 'til the end.
line	Ah. Spiffing.
line	Ahahaha! Boro, boro boro, boro.
line	Ahahahaha!
line	Ahh ha, wa gebe!
line	Ahh!
line	Ahh! yooododooo, nohh!
line	Ahh... Figures.
line	Ahhh hahahahaha! Uh, boro!
line	Ahhh!
line	Ahhh... bororoen! Boray.
line	All of the auras!
line	All patched up!
line	All that, just to send me away?
line	Almost had me! ... Well, not really.
line	Alright then - come on!
line	Alright then, I'll join you. But I keep the bodies.
line	Alright, alright! One hiding's enough. Won't be stickin' around for a second.
line	Alright, alright, if you insist.
line	Alright, alright. Message received.
line	Alright, fine then - let's go again.
line	Alright, I'll join you. But I keep the bodies.
line	Alright, partners it is. Now let's cause some chaos!
line	Alright. If you insist.
line	Alright... but you won't get better than me.
line	Am I not strong enough as I am?
line	An acceptable outcome.
line	And here I thought I'd escaped you.
line	Another bunch of misfits. At least they have their freedom.
line	Another for my undead army.
line	Another one down.
line	Another prayer goes unanswered.
line	Another soul forsaken...
line	Another step in 'God's plan', eh?
line	Any changes to the mission?
line	Anything's better than serving House Keita.
line	Are you an idiot?
line	Are you sure?
line	Are you... dead?
line	Argh! Could've used you back in the pits.
line	Argh! I could've used you back in the pits.
line	Argh...
line	Art through agony!
line	As brave as you look.
line	As long as you're still paying.
line	As you like.
line	As you wish.
line	As you wish. Innocence has other designs.
line	As you wish. We're all alone, in the end.
line	As you wish. Won't see me for a while.
line	Ash to ash!
line	At least you didn't chain me. Makes you better than most.
line	Augh!
line	Augh, wagh!?
line	Aughhh... pfft.
line	Auras for everyone!
line	Aw, love to see it!
line	Aw, you're no fun!
line	Aya, tunagin.
line	Aye, gulbashdini.
line	Azadi precision!
line	Baah!
line	Back from the brink. Again.
line	Back on my feet. Let's finish it.
line	Back to it! Cyaxan's don't quit!
line	Back to the grind, I suppose.
line	Back to the ocean I go.
line	Back when I'm able!
line	Baga oo... Niles...
line	Bagged ourselves a big one!
line	Bah! Another pig without a pen.
line	Bah.
line	Bahahaha... Weakling!
line	Baka! Bak! Eghh, noohhh!
line	Bardiyans strike true!
line	Bastard. Didn't think I'd ever part with this.
line	Be on your guard!
line	Bear witness!
line	Beat me, and the choice is yours: take my gear, recruit me, or send me packing. That's the Trarthan Code.
line	Beg for death!
line	Behold!
line	Bek blaga blaga!
line	Best me, or serve me!
line	Better dead than in chains.
line	Better to live as a coward than die as a hero.
line	Billowing death!
line	Blade's sharpened. So am I.
line	Blaga blageh...
line	Bleed for me!
line	Blessed are we.
line	Blonk!
line	Botiyaaah!
line	Brace yourself!
line	Brakka!
line	Break beneath me!
line	Bring it on, landlubber!
line	Brub yeh byeah!
line	Business is business. This place looks like any other.
line	By all means, throw your life away.
line	By his grace, it is done.
line	By Innocence, be broken!
line	By the ire of Innocence, I denounce you!
line	Call, and I shall answer.
line	Can only rely on myself.
line	Can't bloody believe it! Alright, you win.
line	Can't fight like this!
line	Can't get outta here fast enough.
line	Can't run forever.
line	Can't wait to see what you do next.
line	Capital effort!
line	Catch this, scum!
line	Charmed, I'm sure. Now run along.
line	Check them for trinkets!
line	Choose your next move carefully.
line	Choose your next move... very carefully.
line	Churr.
line	Cleave you in two!
line	Code still applies, even when it cuts deep.
line	Come back when you've made up your mind.
line	Come get me when there's coin to be made.
line	Come here, little piggy!
line	Come on. Let's see what passes for strength in Wraeclast.
line	Could do with a break.
line	Could just shoot you... but I'm feelin' generous.
line	Crack the whip!
line	Crude... but serviceable.
line	Curse that infernal Trarthan Code. Take it!
line	Cyaxan fury!
line	Cyaxan steel. Never fails.
line	Damn it! Got carried away...
line	Damn it. Take it, then.
line	Dead already... How pathetic!
line	Dead already?
line	Dead. Good.
line	Death calls!
line	Death is freedom. Remember that.
line	Death is not the end.
line	Death it is, then.
line	Death suits you.
line	Death waits with open arms...
line	Decisions have consequences, you know.
line	Defeat warrants tribute. Take it.
line	Delightful death!
line	Did House Cyaxan send you? No? Then begone!
line	Didn't fancy stickin' around anyhow.
line	Die as you were meant to!
line	Die on your knees!
line	Die on your knees, pig!
line	Die quickly!
line	Die, ya bastard!
line	Dismiss me if you must. Just know what you're giving up.
line	Do I smell or somethin'?
line	Do not hesitate.
line	Do what you must.
line	Do what you will.
line	Do you leave in search of answers? There are none to be found.
line	Doesn't change my aim.
line	Doesn't change who I am.
line	Don't blink!
line	Don't bother dodgin'!
line	Don't come cryin' when it all goes to shite.
line	Don't have too much fun without me.
line	Don't leave me to rot now...
line	Don't look too closely...
line	Don't need telling twice. I'm out of here.
line	Don't poke around too long.
line	Don't rush me back.
line	Don't tell my house. They'd never let me live it down.
line	Don't wait for me.
line	Don't worry - I'm already gone.
line	Done.
line	Down they go!
line	Drat! I got blood on my shoes.
line	Draw your last breath!
line	Dreadfully dull.
line	Dropped 'em!
line	Earned that one!
line	Easy!
line	Eb ehh?
line	Egh ghhh... hehehehahaha!
line	Egh, heh... hughhh... heh.
line	Egh, mekka.
line	Egh, waraaah!
line	Egh...
line	Eghh ugh! Nooohhh!
line	Eghh, heh... lelololo no nohh!
line	Eh bababa, heh?
line	Eh bababa?
line	Eh beh oyibe?
line	Eh beh?
line	Eh goh, oye?
line	Eh wem?
line	Eh, aaahhh!
line	Eh, I got loads of those at home. Whatever.
line	Eh, very well.
line	Eh. Your loss.
line	Elegantly done.
line	End of the line!
line	Entropy claims all!
line	Eugh...
line	Even a son of Keita must yield sometimes.
line	Even God would flee this fight!
line	Even I know when to withdraw.
line	Expected.
line	Fair enough.
line	Fair enough. Freedom suits me.
line	Fair's fair. It's yours now.
line	Fall before me!
line	Fallin' back!
line	Feast your eyes...
line	Feel like shite - good luck!
line	Finally.
line	Fine - it's yours. Never liked it anyway.
line	Fine! So long as this isn't another collar.
line	Fine, I'm gone. Don't come crying when you change your mind.
line	Fine, take it... but you should know what it cost me.
line	Fine, you win. But keep your gob shut.
line	Fine.
line	Fine. But should we meet again, I won't hold back.
line	Fine. I'll go make my own fun elsewhere.
line	Fine. It's yours.
line	Fine. Just take it already.
line	Fine. Leave me to wander.
line	Fine. Point me at what needs killin'.
line	Fine. You earned it. I'm in.
line	Fine. You lead, I'll cover you.
line	First you wound my pride, and now you take my trinkets!
line	First you wound my pride. Now you take my trinkets!
line	Flay with care.
line	Flee where you will! Innocence sees all.
line	Flesh and blood!
line	For me? You shouldn't have.
line	Frim dahh heh!
line	Frimdee yah!
line	From the pit, to the grave!
line	Gear's yours. I don't argue with results.
line	Get it over with.
line	Get on with it already.
line	Ghohhh...
line	Give in!
line	Go on - get on with it.
line	Go on - out with it.
line	Go on then. Fair's fair.
line	Go on, then.
line	Go. I won't stop you.
line	God does not care for you!
line	God turns his face, as always.
line	Godless left and right. Perfect.
line	Gonna take more than that! Come on!
line	Good as new!
line	Good thing I'm not in hardcore.
line	Good.
line	Good. Now back to killin'.
line	Gotta regroup!
line	Gotta retreat!
line	Greedy lil' bastard.
line	Grhmmm.
line	Guess we're partners now.
line	Ha! "Tactical retreat", is it?
line	Ha! Clean kill!
line	Ha! Hardly worth the effort!
line	Ha! I didn't relish the thought of working with you either.
line	Ha! I've seen lambs stronger than you!
line	Ha! I've seen rhoas stronger than you!
line	Ha! Retreat - the last recourse of the coward.
line	Ha! The slaver walks free.
line	Ha! Their last mistake.
line	Ha! Where's your courage?
line	Ha! You better run.
line	Ha! You bloody fool!
line	Ha! You don't stand a chance.
line	Ha! You're either brave or foolish. Not many refuse House Bardiya.
line	Haaaaaahahaha!
line	Had enough of this.
line	Had this one for years... but you earned it.
line	Had to take that one, didn't you?
line	Hah! Oof.
line	Haha! You bloody fool!
line	Haha, delightful death!
line	Haha, this is how it's done!
line	Hahaha, perfect!
line	Hahaha, this will hurt.
line	Hand of the Godless!
line	Handle this yourself for the moment!
line	Happy now?
line	Hardly a prize worth fighting over. Take it.
line	Hardly worth the arrows.
line	Have it, then. It's worthless to me, anyway.
line	Have we met before?
line	Heading back to base!
line	Heeehhhehehe!
line	Heh taaah!
line	Heh, meelo makala!
line	Heh.
line	Heh. So long.
line	Heh. Their last mistake.
line	Heheh. Spiffing.
line	Hello? You still alive?
line	Hey - I liked that.
line	Hey, what the heck? I liked that.
line	Hgh.
line	Hire me or move on. I charge by the minute.
line	His grace restores me.
line	Hm. Gladly.
line	Hm. You're smarter than most.
line	Hmm... I wonder if someone 'round here shares my eye for detail.
line	Hmph. Good help is so hard to find.
line	Hmph. Where's your courage?
line	Hmph...
line	Hoh.
line	Hohhh...
line	Hoho, watch and learn!
line	Hold still now!
line	Hold still!
line	Hold your tongue. I do not wish to hear your voice.
line	Hope it's an upgrade.
line	Hope you know what you're doing.
line	How perfectly fitting.
line	Huck seems to be a man of discipline. I'd like to know more of him.
line	Huh, I like you better this way.
line	Huh. Seems Wraeclast ain't all it's cracked up to be.
line	Huhh, nuh...
line	Hurry it up.
line	Hurry up! I'm bored!
line	I am renewed.
line	I am the judgment of Innocence, made manifest!
line	I am whole once more.
line	I can tell this operation is well-run. I approve.
line	I can't fight like this!
line	I cannae go on!
line	I concede. Clearly, you're more capable than most.
line	I did try to warn you.
line	I didn't relish the thought of working with you either.
line	I don't deal in introductions. Just outcomes.
line	I don't give this lightly... but the Code is the Code.
line	I don't miss.
line	I don't serve. I choose who I bleed beside. Today, that's you.
line	I don't take contracts from just anyone - but you earned this.
line	I don't trust any of this lot. Faustus, however... Perhaps we can do business.
line	I expected more from you.
line	I gave up the cloth. Gave up on God. You should do the same.
line	I go where he sends me.
line	I go where I'm needed. That's not here.
line	I go where the current takes me.
line	I guess the loot is mine, then.
line	I guess this was just a little bit difficult for you.
line	I have... 'work' to attend to anyway.
line	I imagine this is the nicest thing you'll ever own.
line	I killed the ones who chained me. You're weaker still.
line	I knew you'd be back.
line	I lost. That means it's yours.
line	I must atone!
line	I must recover!
line	I must regroup.
line	I need time to mend!
line	I prefer this.
line	I remain free.
line	I require only faith. The rest is yours.
line	I return to my pilgrimage.
line	I shan't let your flesh go to waste...
line	I speak for no god!
line	I survived the pits of Trarthus! I'll survive you.
line	I think this might be my masterpiece...
line	I very much doubt you'll know what to do with it. But it's yours...
line	I wait with him.
line	I walk beside you, not behind.
line	I wanted that one alive!
line	I was just getting started!
line	I will go.
line	I will not die for you!
line	I will return.
line	I will unmake you!
line	I will wait.
